# DATA=SAXS PRIOR=GAUSS
0.026454	0.00222977	0.00010558
0.026910	0.00231548	0.00010336
0.027366	0.00242449	0.00010225
0.027822	0.00238782	0.00010048
0.028278	0.00226889	0.00010090
0.028734	0.00210312	0.00009953
0.029190	0.00246705	0.00009728
0.029646	0.00228610	0.00009787
0.030102	0.00230343	0.00009711
0.030558	0.00250537	0.00009594
0.031014	0.00228240	0.00009461
0.031470	0.00244918	0.00009375
0.031927	0.00256360	0.00009384
0.032383	0.00215414	0.00009214
0.032839	0.00241284	0.00009091
0.033295	0.00226362	0.00009035
0.033751	0.00221205	0.00009088
0.034207	0.00246614	0.00008992
0.034663	0.00221913	0.00008881
0.035119	0.00244830	0.00008743
0.035575	0.00237421	0.00008762
0.036031	0.00239641	0.00008705
0.036487	0.00234994	0.00008630
0.036943	0.00255256	0.00008575
0.037400	0.00235747	0.00008478
0.037856	0.00245120	0.00008528
0.038312	0.00234548	0.00008391
0.038768	0.00244871	0.00008256
0.039224	0.00231970	0.00008348
0.039680	0.00245129	0.00008224
0.040136	0.00228348	0.00008213
0.040592	0.00248099	0.00008114
0.041048	0.00249077	0.00008029
0.041504	0.00240220	0.00008088
0.041960	0.00234160	0.00007956
0.042644	0.00235137	0.00005594
0.043557	0.00226408	0.00005541
0.044469	0.00238691	0.00005468
0.045381	0.00236572	0.00005405
0.046293	0.00238239	0.00005322
0.047205	0.00232935	0.00005292
0.048117	0.00233633	0.00005223
0.049029	0.00232175	0.00005142
0.049942	0.00222894	0.00005120
0.050854	0.00233287	0.00005074
0.051766	0.00234762	0.00005033
0.052678	0.00226158	0.00004972
0.053590	0.00221726	0.00004939
0.054502	0.00225365	0.00004884
0.055414	0.00228661	0.00004864
0.056326	0.00226474	0.00004767
0.057238	0.00222084	0.00004908
0.058151	0.00218308	0.00004929
0.059063	0.00224805	0.00004972
0.059975	0.00214788	0.00005075
0.061115	0.00216436	0.00004254
0.062483	0.00218372	0.00004302
0.063851	0.00208856	0.00004328
0.065219	0.00208775	0.00004381
0.066587	0.00221155	0.00004428
0.067955	0.00197981	0.00004459
0.069324	0.00215269	0.00004622
0.070692	0.00198993	0.00004334
0.072060	0.00201405	0.00004254
0.073428	0.00202179	0.00004185
0.074796	0.00192959	0.00004158
0.076164	0.00191335	0.00004115
0.077532	0.00191029	0.00004056
0.078900	0.00192028	0.00004031
0.080268	0.00186208	0.00004010
0.081864	0.00183434	0.00003441
0.083688	0.00189750	0.00003406
0.085512	0.00181344	0.00003378
0.087336	0.00181688	0.00003340
0.089160	0.00175147	0.00003319
0.090984	0.00175378	0.00003280
0.092808	0.00166541	0.00003262
0.094632	0.00163509	0.00003243
0.096456	0.00162614	0.00003215
0.098280	0.00155614	0.00003184
0.100103	0.00156234	0.00003163
0.102155	0.00149868	0.00002806
0.104435	0.00146035	0.00002781
0.106715	0.00146968	0.00002998
0.108994	0.00140268	0.00003103
0.111274	0.00141019	0.00002945
0.113554	0.00138276	0.00002863
0.115833	0.00135527	0.00002809
0.118113	0.00128781	0.00002770
0.120392	0.00127273	0.00002732
0.122900	0.00120978	0.00002411
0.125635	0.00120947	0.00002353
0.128370	0.00120279	0.00002507
0.131105	0.00109324	0.00002554
0.133841	0.00107295	0.00002528
0.136576	0.00112090	0.00002575
0.139311	0.00109264	0.00002579
0.142046	0.00094493	0.00002530
0.145008	0.00102137	0.00002319
0.148199	0.00099279	0.00002309
0.151389	0.00090226	0.00002295
0.154580	0.00089819	0.00002287
0.157770	0.00086492	0.00002277
0.160960	0.00078174	0.00002264
0.164151	0.00080367	0.00002255
0.167568	0.00078480	0.00002089
0.171214	0.00075411	0.00002080
0.174860	0.00068349	0.00002070
0.178505	0.00070674	0.00002062
0.182150	0.00067853	0.00002059
0.186023	0.00067455	0.00002057
0.190123	0.00067161	0.00002154
0.194224	0.00063704	0.00002194
0.198324	0.00060155	0.00002068
0.202424	0.00059178	0.00002014
0.206523	0.00056468	0.00001978
0.210850	0.00051675	0.00001852
0.215405	0.00053791	0.00001815
0.219960	0.00050150	0.00001795
0.224514	0.00048691	0.00001783
0.229067	0.00046585	0.00001745
0.233849	0.00046676	0.00001645
0.238857	0.00041649	0.00001630
0.243865	0.00042342	0.00001617
0.248873	0.00044516	0.00001605
0.254108	0.00039184	0.00001526
0.259571	0.00037952	0.00001513
0.265032	0.00035381	0.00001497
0.270494	0.00037967	0.00001488
0.276182	0.00034632	0.00001417
0.282097	0.00035915	0.00001405
0.288012	0.00030104	0.00001388
0.293926	0.00029448	0.00001384
0.300067	0.00030073	0.00001324
0.306434	0.00029855	0.00001312
0.312801	0.00030474	0.00001388
0.319394	0.00026731	0.00001451
0.326214	0.00029576	0.00001361
0.333033	0.00023641	0.00001306
0.339851	0.00026239	0.00001282
0.346895	0.00024750	0.00001327
0.354165	0.00022279	0.00001340
0.361434	0.00021047	0.00001355
0.368930	0.00022978	0.00001329
0.376651	0.00021114	0.00001332
0.384597	0.00018559	0.00001306
0.392769	0.00019085	0.00001304
0.400940	0.00020005	0.00001308
0.409335	0.00016327	0.00001283
0.417956	0.00016758	0.00001290
0.426575	0.00017892	0.00001296
0.435419	0.00017166	0.00001385
0.444487	0.00016994	0.00001661
0.453780	0.00018320	0.00001816
0.463297	0.00013711	0.00001962
0.472811	0.00014767	0.00002034
0.482549	0.00016065	0.00002159
0.492511	0.00012061	0.00002373
