# Result of 'intser'
# Date/time = Wed Aug 31 13:25:28 CEST 2022
# Data set list (full path) = C:\Users\courtade\AppData\Local\Temp\topspin-dataset-list-34086312474453972.txt
# Region to calibrate = 0
# Value of region to calibrate = 1.0
# Global scaling = yes

# --- Integral info --- 
# A 1.0 #regions in PPM
# # low field   high field  bias        slope
#   8.272587280675358  8.260705037736047  -0.0  -0.0  # for region 1
#   8.207659310328413  8.177529337160877  -0.0  -0.0  # for region 2
#   8.034093690250634  8.007358643637186  -0.0  -0.0  # for region 3
#   7.964922061711079  7.950493623856203  -0.0  -0.0  # for region 4
#   0.1988626700219878  -0.011801416201482005  -0.0  -0.0  # for region 5

# Spectrum#; Integral 0; Integral 1; Integral 2; Integral 3; Integral 4;
0;1.0;3.657385371587943;6.587712272169369;-0.4148116561695066;206.63108004540769;
1;1.6133894974616658;4.6372169944508155;9.699341358426636;-0.8867747307521653;204.46160229112766;
2;2.372308241951377;6.2259376854770405;13.302237537383528;0.08694299264142355;209.97185647030352;
3;2.9435054944421717;9.442724690127292;15.974962400382624;-0.15116486783950583;208.59058770650978;
4;2.707644967413665;9.616858458329252;18.053423149839517;-0.04053843804562664;212.78384109623775;
5;3.1649946121621078;12.548078529898179;20.907144791660667;1.7293000420654725;209.9047418735846;
6;3.832798391139744;14.019373166838578;23.592206939074217;1.3115092284731387;219.32425564282383;
7;2.940612772921361;14.784250226173944;24.937408882153292;2.9689810359630977;210.1941062239612;
8;3.6019108096739063;18.268222128743396;27.73986250929186;2.892756095171691;216.04441076645597;
9;4.718207434640052;18.84136707022629;29.50650286102836;3.937115000086436;220.1120727905543;
10;5.973377742178992;21.525259451765887;33.16555932672195;4.757034441825757;220.3532923435078;
11;5.82596995488046;22.226698321414784;36.08954759448885;4.44833726136488;219.77265629051684;
12;4.978512034758758;24.41427575357701;40.424815171229525;5.613562369265699;222.01706244705804;
13;6.40207100421231;26.73195074306064;41.91109779357954;5.470706872806689;225.6930603495468;
14;7.271368395576787;27.82984228329079;45.8750482600453;5.601334570327132;224.2319709114378;
15;6.17370158869188;31.077216072467863;48.113594062429776;8.061519312661707;232.2662917269317;
16;6.966318810180997;33.7732152426832;51.08265000950795;8.300093927013524;223.1557056338921;
17;6.27935507292309;35.005456986613964;54.23711096641101;9.188297731345692;227.34638899613344;
18;7.2490218337088494;35.785270169817736;56.190268469911665;10.909380600326152;227.68804706722986;
19;8.459631552561673;39.01544321449357;59.5708399840958;10.71432358144279;229.07582157324867;
20;7.180172756556163;41.99693440667516;62.61810889771176;11.709834676931411;230.2765142129435;
