seed,sample,ranking_score
1,0,0.806053702721911
1,1,0.8261779757768665
1,2,0.8149134426695003
1,3,0.8031126130438727
1,4,0.8149251869167898
1,5,0.8324842930059047
1,6,0.8259986710352097
1,7,0.8127056406562558
1,8,0.8483136001173766
1,9,0.8172739621826464
1,10,0.8363364863779349
1,11,0.824280622108867
1,12,0.8467968362402151
1,13,0.8182313055874082
1,14,0.8191978333052594
1,15,0.8308122760394527
1,16,0.8330925365249183
1,17,0.8218109508008348
1,18,0.8306260826489084
1,19,0.8140099196627032
1,20,0.8143389671904947
1,21,0.8405105897661609
1,22,0.818412658813845
1,23,0.82516855436163
1,24,0.8218001468340326
1,25,0.8064695392436472
1,26,0.8115586473106584
1,27,0.8357298706161874
1,28,0.8359575040578918
1,29,0.8261537190010338
1,30,0.8312144617774027
1,31,0.8247264135771861
1,32,0.8133091951475048
1,33,0.8218569320114975
1,34,0.813393032288086
1,35,0.8067104064743017
1,36,0.8234736515723818
1,37,0.8542828986867088
1,38,0.8470060243941185
1,39,0.8032720391229042
1,40,0.8458434516427926
1,41,0.8237570006131683
1,42,0.823806760340247
1,43,0.8332857628253181
1,44,0.8193419934138917
1,45,0.8306393721203078
1,46,0.8275086248909636
1,47,0.8431859432923534
1,48,0.8209102824222488
1,49,0.8504568528837084
1,50,0.8218226666822016
1,51,0.86129925356915
1,52,0.8289735148789108
1,53,0.8198277387209775
1,54,0.8359542584717999
1,55,0.8266902937110193
1,56,0.8243997642385523
1,57,0.8376786401035451
1,58,0.8350615783987853
1,59,0.8387551614670028
1,60,0.817573275240055
1,61,0.8156176590427389
1,62,0.8274953422694409
1,63,0.8394571883537084
1,64,0.8357496993397718
1,65,0.8205077016512267
1,66,0.8281115597444937
1,67,0.8129266094810728
1,68,0.8223053416357099
1,69,0.8237686149915575
1,70,0.8366037142588345
1,71,0.8176992486367884
1,72,0.834467160643907
1,73,0.8239482003613119
1,74,0.8342237792978192
1,75,0.8281165695857653
1,76,0.8398040701696046
1,77,0.8170808208126965
1,78,0.8422206777970306
1,79,0.8269470532065598
1,80,0.8137692057985793
1,81,0.8144255560678881
1,82,0.8241031590048935
1,83,0.8409160108447343
1,84,0.8171600871900968
1,85,0.8279418919708046
1,86,0.84877086161483
1,87,0.8198378189767983
1,88,0.819670789694681
1,89,0.8129687677083369
1,90,0.8298056011554259
1,91,0.8408503533732419
1,92,0.8538452356366489
1,93,0.8139442402864216
1,94,0.8263780412492445
1,95,0.8490940366160222
1,96,0.8338064642735167
1,97,0.8182882941662587
1,98,0.8132818462662912
1,99,0.8131972034539066
1,100,0.826077826235446
1,101,0.8359045884702971
1,102,0.7921897772953721
1,103,0.8742943145673374
1,104,0.8159598688118098
1,105,0.8383364457592185
1,106,0.8554343619793201
1,107,0.8129249048785537
1,108,0.8252716406590844
1,109,0.8116049747124481
1,110,0.8384063275981664
1,111,0.8190805370136194
1,112,0.8420441040564918
1,113,0.8180288665593373
1,114,0.8244247696170799
1,115,0.8610650142257344
1,116,0.841852583126404
1,117,0.8135788464518711
1,118,0.8504115895547516
1,119,0.8189870955044708
1,120,0.8136074961340807
1,121,0.8517247799232998
1,122,0.8198589312973509
1,123,0.8269855734603817
1,124,0.8144039876660761
1,125,0.8307318911662666
1,126,0.8352238183841869
1,127,0.8455779949957715
1,128,0.8219059896281347
1,129,0.8309823034961793
1,130,0.8441684215577087
1,131,0.8176754031826832
1,132,0.82916603678409
1,133,0.8311684159979446
1,134,0.8551297615274545
1,135,0.8506762840305202
1,136,0.8203355395272106
1,137,0.8396266013190197
1,138,0.7971236981420597
1,139,0.8108293230710575
1,140,0.8224810726894868
1,141,0.8252623522189899
1,142,0.8561916080027603
1,143,0.8115753502059856
1,144,0.8158902290872473
1,145,0.8503140057822973
1,146,0.8244240266306158
1,147,0.8537995130129222
1,148,0.8235757842525913
1,149,0.8132580131989259
1,150,0.8289406082593969
1,151,0.8272648807372682
1,152,0.8770223604979264
1,153,0.8540423854085827
1,154,0.8098108014131828
1,155,0.8383460632918486
1,156,0.8552932706315285
1,157,0.8320678597657446
1,158,0.8442615194848863
1,159,0.8222067222982784
1,160,0.8289775262420779
1,161,0.8481760558203985
1,162,0.8471831294132762
1,163,0.8569846759556105
1,164,0.8298756791078787
1,165,0.8365871644115797
1,166,0.860310855883064
1,167,0.8361459700374697
1,168,0.8182420260120659
1,169,0.830613452787381
1,170,0.8325760899683752
1,171,0.802136764067131
1,172,0.8157667741552536
1,173,0.8292995748791778
1,174,0.8303822130142634
1,175,0.8199027130595842
1,176,0.8431353697604125
1,177,0.8171233319260862
1,178,0.8573114138139084
1,179,0.8308529100082529
1,180,0.8248955740854848
1,181,0.8470862643178685
1,182,0.8189721615911248
1,183,0.8248624992415549
1,184,0.8125108454425259
1,185,0.831442466896601
1,186,0.837205730788334
1,187,0.8251467045325136
1,188,0.8190396822629501
1,189,0.8290917168557053
1,190,0.8297112168947369
1,191,0.8308967396954573
1,192,0.8213384655701206
1,193,0.8250923540878918
1,194,0.8199280573025073
1,195,0.8179042835620203
1,196,0.822308370238383
1,197,0.8201613851403744
1,198,0.8165253904726354
1,199,0.835766977361827
