CV,phi,theta
0.704354,-56.9859200675109,111.65504614358194
0.536503,-39.844777047914974,112.77312437953626
0.565513,124.8622670620728,107.79941397924706
0.630692,-38.42987114081708,114.62751525894717
0.628336,75.35821952341638,109.23355041747327
0.57155,128.08657328898371,101.89699631488165
0.6903,104.96280189453991,135.51772990035178
0.6724,127.87677645046848,119.13560648953057
0.710158,96.61197363514191,109.39872708148836
0.705791,96.8216199476119,121.59293243901246
0.7363,108.43670283625927,127.66094213721517
0.745293,110.63867810640421,130.3372915693161
0.721174,27.62485233103303,54.43758562644532
0.808921,120.85550734828281,109.95683766959937
0.748626,103.3023127853825,125.3020362197177
0.752548,102.53357368909018,81.70421825061234
0.695916,122.93439954570039,124.32078344700896
0.798837,133.6469174004821,128.89542463151994
0.696722,97.23408964249502,123.62236690304469
0.653193,99.92932076825615,111.41366195943225
1.097774,42.390387984151026,123.11885901174843
0.695837,114.01496117934217,119.60627452412314
0.791752,138.93031276836027,141.28384850781998
0.784832,102.43007959765714,129.91454802348753
0.968961,-23.841702778087104,76.98980857288775
0.431444,-29.724740784665777,11.726563967466177
0.903686,-74.26905631984205,155.11651774167893
1.065059,-23.383954956488164,36.60149302826603
0.868669,-139.40075967505473,121.0904804406333
0.84735,-179.39349766583985,108.10532939124721
0.839277,177.75882879755036,100.23748774340376
0.733949,14.261047459386806,117.73328755348145
0.607285,23.78143072046127,108.74981306995608
0.884539,-177.27271870489642,114.41194535235725
0.840319,-175.5156152924693,107.60499451435375
0.833291,32.903064339197364,80.11710326160848
0.916365,57.36477512877447,132.9193873623782
0.849251,176.82622858236928,109.0450792015134
1.132274,134.87426244790166,10.072738949051988
0.840223,175.69394449674672,107.88478618002867
1.197595,-88.96442717630352,3.061783265292985
1.173598,77.15594100010426,12.991828797180071
0.816904,171.7490979600637,115.46069476352089
0.866198,-174.46926108434755,110.76460099091406
0.743759,-92.48666923183038,128.82013818891215
0.852576,-170.42951950937845,114.6314394295571
1.053499,128.6051672408646,18.001735941070464
0.918447,-85.12475092203817,165.6941386300816
0.950966,21.92335568218603,86.11612450679989
0.890642,-101.20931800423364,145.2139538016052
0.847475,-93.26710917089552,142.6044706905713
0.764061,-92.48472940084812,134.19816558109844
0.884816,22.453543095691046,94.86090042526716
1.145675,137.45403035375475,143.1405875486874
0.817074,175.73702581601742,118.57392062967503
0.923889,18.00645268978678,91.4375446318191
0.572218,-106.5192075461254,68.49442085290589
0.826071,-127.38717129671183,82.24033957153958
0.835124,42.11723171221268,132.2250938363142
0.912836,24.34229944374006,87.2708967500998
0.853802,-106.40719694311316,132.82365846263554
0.892902,18.261787432811175,120.92070214533226
0.834068,-44.01667132859396,165.84850730116548
0.865509,-42.59712632211147,147.95316587656995
0.891288,-126.86068063153881,134.5653626914621
0.814576,134.0214977771546,165.84935450451988
0.772977,175.25890342531463,169.10391264977164
0.744573,159.92665702404688,159.6141212731496
0.873793,-141.47879498458718,152.24415421269316
0.767817,-89.5931517033135,137.21124599409055
0.817167,-166.35895023721605,167.8141252593486
0.872371,-51.303596422205835,158.1290317090314
0.790449,-113.91068194400879,155.91227752154603
0.799303,-90.65937632310126,155.96673628062047
0.65397,50.1896811491266,92.54911018749253
0.785219,162.45167110035348,160.24046771255283
0.869818,-174.0511209170026,108.15936658722312
0.819049,167.45564499505343,112.6050021239011
0.850869,173.02712980503648,116.28822614821176
0.805609,-59.885868526403506,132.82611570419786
0.805361,175.99933666310372,113.69494511457778
0.843655,174.0938808311859,113.3372249838071
0.833746,-176.53299158904898,113.04105858691955
0.912759,141.64411381450864,155.1277393205623
0.849076,175.0175867359401,117.73116182050333
0.825834,-151.13731208885366,149.57600913971177
0.859067,178.62153986297818,109.93908671683187
0.834152,-175.84249596542082,116.09288077288262
0.852555,-114.41653039771498,99.34085519223393
0.707216,125.28805707801632,140.64847023985064
0.783529,179.7397994340549,122.5033266681472
0.713079,144.64494837376384,132.7127652039856
0.716862,-54.84901390005655,128.9046698867661
0.800543,-95.18241563176034,130.3635792528484
0.832806,179.8394257127082,142.4429307328063
0.7954,179.0193230279364,134.64849666075236
0.920008,137.94096876886042,145.02382906203255
0.769531,-100.30087777808744,112.65456219420449
0.782875,-177.3461944078562,127.33261774874752
0.747503,116.33861495761032,81.12164172048554
0.801756,179.2561637523902,133.33361645512284
0.836013,178.22010406380465,113.38750183152887
0.879591,90.45468356319326,63.02541824701872
0.870162,-175.85288171361987,134.7895654549048
0.884092,162.45719916231658,150.9723759694037
0.858045,160.51869953417832,150.37553284410157
0.718104,116.79468068329173,77.55565374177453
0.882468,145.05551269477058,154.91148418667424
0.762934,157.91809829932035,147.93527719577725
0.792532,-142.2619142490308,160.79803268825071
0.835225,-163.17042188935972,150.55694208236474
0.783394,-137.11770638439322,167.91331284730538
0.811006,-109.66908512628692,166.58061694882954
0.669655,80.98690995376656,57.57398642672999
0.726214,138.23504148785406,167.2950171943465
0.919235,-104.90721222624492,115.87046629899359
0.679286,100.40620522490659,121.22869894232076
0.680927,101.77802396454088,140.2152639350199
0.730122,130.59032390386477,126.51135930099639
0.738899,121.90756258893586,133.87375175850866
0.574527,94.2525740191054,130.82427609559687
0.804727,-149.86984491298588,168.97966863183177
0.831388,-148.9505780841857,167.24284771752153
0.767809,147.22146027553399,142.72989816538097
0.792972,135.4620784719599,141.0314683667956
0.84609,-99.37821179649097,112.98582197831982
0.815074,156.81860073385832,155.72775516334966
0.890811,-15.346430653119372,56.94296416307859
0.864742,10.801599443666303,58.45960571286854
0.734353,54.78039298969771,94.2104296756791
0.823147,-56.532870968285266,126.32829537388915
0.856853,11.590086546477773,63.43831171226742
0.480446,50.392965435591414,62.53035261631713
0.821641,40.484356155477776,105.04560557044078
0.893726,27.326203190085028,92.96512302555884
0.940609,42.34104327820952,78.61125743400216
0.875346,59.87509175367662,37.58344738202754
0.556236,58.18861081147557,52.23996508252664
0.817451,52.74554131026698,128.57532070881715
1.00661,115.43383421013638,97.75616717131977
1.1354,93.25379604776046,132.26939450855082
0.795601,32.79437182924478,74.44635946956234
0.646061,47.78034402921621,42.6831007098037
0.88604,32.69786957589713,38.86862940577226
0.899442,-97.65693632905885,14.832695760844588
0.707957,-0.7238590368909724,62.64683954029015
0.970078,8.562266814986854,111.15402580798121
0.87184,31.107848245996568,112.09355126707496
0.794241,-69.03144821505475,147.02033346245503
0.829539,-167.95564007873858,149.95555606505067
0.821627,177.221364578078,142.97403972935624
0.804416,-88.82193000522139,144.32567010684548
0.718741,10.87861602945495,61.1405264816377
0.491298,94.62162115889905,15.06107829427007
0.741998,143.66183549758665,127.30162282845042
0.728833,135.9300446446215,131.42322579245396
0.665166,-70.25560917187133,98.1454232194565
0.699298,-9.962778310412807,66.83047734890151
0.725042,124.51120418173282,127.9904403139889
0.448922,108.81865854228539,19.04142603571337
0.708209,10.869310739713667,55.0121741912122
0.649397,55.16897403699345,43.50912786051882
0.541687,16.016716190155137,51.37395249573347
0.488699,36.07942059407333,42.3090677837978
0.493579,18.126680692213807,45.51477719726498
0.700978,104.46949778530585,131.92340276042415
0.728503,94.18906330550641,120.09755183625477
0.536324,120.58680150406212,6.7089463362199115
0.458914,42.99778265857579,44.93288725045282
0.894629,-42.33311530908649,143.33678289778334
0.59136,61.32275501912237,40.55476257926622
0.819889,-113.39661047224986,126.5188296995779
0.768765,95.73647237138964,67.8668547788675
0.831443,88.16727975541106,65.92023831785639
0.912657,150.71993066178973,134.7357728522374
0.858865,7.856854967946809,95.32633939591139
0.650635,91.85417570295022,43.86783544982278
0.909671,64.56213487443732,151.99913925339948
0.852719,89.96520928672986,67.01664592555306
0.989336,22.898419722456786,83.28157281999037
0.997126,62.63007194624397,61.108188226557246
0.872951,79.78514506388491,58.67989897376435
0.825683,79.41377709805148,52.588244710463314
0.848599,77.88898545956056,47.27374022495385
0.824902,80.23919894793302,70.10822293917089
0.863382,-97.68572626345404,140.8125534540506
0.847732,134.91641032946634,163.73702746843082
0.837901,17.16017941256489,134.3653106811259
0.755351,111.80411729944615,63.837305599487486
0.688065,107.32194002612945,56.58065480785641
0.73005,112.10931220099174,58.1085956131612
0.74481,98.21246425101047,54.61404478627924
0.759671,108.20874958692498,51.321298424930035
0.796074,111.65824921069384,62.19935200918858
0.780772,109.48652183286715,62.34566983653279
0.753028,100.14670263603345,56.06056815296399
0.760133,14.975495141844258,125.72637827910252
0.74072,106.2482194163552,54.27399067028848
0.796295,109.0966618055892,66.37771801781557
0.71726,103.32050548229086,45.124622682589404
0.798036,12.928763642401226,125.02464316829304
0.760003,95.55974821318131,51.20975192536647
0.714143,-75.07025673668272,123.35037964033408
0.834406,47.07634304121335,143.9801955821485
0.718686,102.40279363959992,66.2373756118339
0.919829,-106.22657397062493,165.14960953856902
0.669237,100.43994144810861,59.495932844838904
0.969584,25.967877526967705,159.97032960154047
0.782092,96.51957537211752,59.496308975754914
0.785559,107.71671221986128,65.38989051188848
0.804388,96.97142059071477,53.23429651172144
0.796278,98.31964327354382,60.515440312348595
0.750222,97.270960723995,72.13551109771426
0.805862,95.19855798692977,65.17730844838078
0.747606,105.85459840017013,54.19756371676014
0.787277,112.2979141983729,58.74686258792812
0.757001,96.76500722461789,58.939893115192625
0.932881,61.37169554072604,157.55973528050836
0.714166,-54.61361833797366,137.8478444320153
0.797363,108.30819391280652,66.76844897718539
0.680533,-81.16677581744844,124.69752917851484
0.689959,-87.36750031546252,90.40269171719302
0.648326,-83.13911170468798,99.14465088712129
0.902225,-83.15786423681124,108.61488891476559
0.74348,-81.02263800893671,105.50900513045522
0.687318,97.02027509100166,57.00498256061053
0.760648,108.48781710185555,59.778680544793566
0.818295,105.1781659837882,54.8717524993918
0.678069,111.73924379763724,61.079478984917074
0.782431,96.78229665779399,56.23245324578002
0.718575,105.69016005726776,54.69211382054806
0.836616,172.97422615450319,103.19183692580764
0.727492,107.51953753730143,55.65038967182587
0.712242,101.39516431821129,58.90498189979831
0.686048,97.88048638864095,50.47442239822913
0.692751,112.13842993273192,58.243528460624226
0.835379,-77.70990696767046,72.28340169938163
0.755023,106.56150655028154,55.65095674939104
0.798304,-66.43802347286282,80.69641476441528
0.772457,106.36204253858733,60.45091370320222
0.755913,93.66594818053781,61.12734168743352
0.762702,107.94497305096216,58.7193269069887
0.777468,153.3024321765399,158.04958784825592
0.876349,-172.72169512278597,84.44749200392864
0.698175,85.59988854342213,130.80195045083917
0.740893,93.20213821640755,60.7092620645649
0.89464,-173.2539758586281,89.01679846639358
0.906082,157.91005372081406,98.94448560101793
0.908196,166.67976445885728,103.3812986661487
0.753138,-48.04760733383281,146.0020287623513
0.82344,-86.16435141713907,152.86020580410826
0.73893,-66.39474601480833,122.66532536083649
0.909402,173.93651083097308,84.36417338569673
0.665668,96.55469044164833,47.23871232986409
0.927714,-45.31043568006138,134.90838798857968
0.876257,153.0910714041043,112.82702184875494
0.899841,-31.37817528283188,132.9146653151896
0.769562,111.63437630270349,61.18961232683252
