CV,phi,theta
0.328568,3.2556818908381064,96.8556220611587
0.32972,10.476896575341955,94.52450788234121
0.365478,95.59924098727356,56.11663758147838
0.390101,95.54160647502181,53.89326607368977
0.329111,13.551784854901303,86.76054127134589
0.310371,6.751738650102265,97.63337729272435
0.314449,17.08660847365596,94.2368681429993
0.326553,4.1072283133700465,87.88261387186712
0.346876,79.21375393936295,126.15044112558144
0.365434,62.78576179134301,126.05233333189736
0.380412,67.99733684190414,109.49322552605989
1.018702,99.5347236092248,98.80731316230349
0.822513,104.32809233306993,67.50175496230266
0.345884,58.97537092917941,118.82558519219124
0.356484,72.92841337039687,120.40554192630105
1.053832,96.53096045463444,99.88380021821858
0.33738,52.405450444532136,45.02298581048364
1.026587,101.77072071421766,104.48404711326997
0.996221,85.44952653031872,111.1244857597851
0.356407,75.17452866510538,102.57966532582746
0.333486,48.61542724516871,55.375338966753695
0.319509,57.59119274191745,53.43360912446417
0.307885,50.22483903375362,60.37197670548103
0.320162,61.406542237249724,56.92784216075016
0.327654,58.0032536347813,58.02623263614942
0.320621,48.74515844297453,57.08416788558978
0.857029,16.91032933091392,107.88369630223379
0.324199,47.979768254964696,53.83351303014494
0.324094,50.76868610500664,60.33668389847443
0.887487,-55.54209101773383,69.43736833703268
0.378577,50.37216195941528,106.56616486398016
0.321636,52.33325762984107,53.669956725964944
0.355266,71.02782494207581,85.67752252077527
0.312181,51.24638576573025,68.05168640054399
0.308553,50.30477755931522,59.311258365906724
0.959076,33.99892608760716,111.88734760585187
0.320877,50.29833855789597,61.09913095534393
0.318145,46.7318504366459,55.107479245012705
0.321381,51.625903172861875,62.023474050674814
0.313169,54.60005567439102,52.59572671520441
0.322858,-91.4956290429221,61.287829440151285
0.310468,-95.36332680785628,61.47693861500382
1.037889,98.59355668564574,86.78985823310373
0.355288,37.74079912699537,64.10923015657141
0.322314,46.09988727441879,87.56726153747137
0.319065,63.13686889841477,58.906210320831484
0.892531,78.43710383936892,118.32533606866153
0.877418,-165.34337320767838,103.85157277645509
0.323704,51.65146634573348,55.85807201059266
0.315453,47.153054561207696,57.57027927893704
0.851196,-167.9137869207065,107.72613111555994
0.314733,43.25134272490788,56.70050684125318
0.846,176.08927309821442,97.92796089520668
1.092804,159.9839197062749,138.91013029975912
0.326362,51.88644797949228,61.39589773213983
0.32532,49.561471436840556,61.35090314977632
0.325793,52.142764481913204,57.6730357915296
0.298667,36.11375405257533,45.125368978740035
0.350515,43.68214420662422,66.691977452058
0.922842,106.02554689285556,94.37773775327503
0.330544,36.14766184119229,90.23642143079131
0.398058,1.3221839962176776,65.00930773736742
0.354752,45.31801549198069,57.41774022593094
0.778485,-133.7849895195161,131.67893073151575
0.330289,54.83604471022935,59.960433577243215
0.362058,26.082329752888842,55.39613915920096
0.331667,57.59565843563808,63.51267620986841
0.334483,47.87235346987008,59.18992381561106
0.324596,61.28403978562596,48.43783875524545
0.325922,63.57697463604844,60.22372675669826
0.36494,28.082587236317156,43.16888385436875
0.355014,31.41289056900318,45.67201954986154
0.329372,57.88329579898539,51.332391725652535
0.326882,46.474298278480454,59.4276268776358
0.323105,50.298342421369824,49.94231779634334
0.34106,47.60257613052549,58.462513866681384
0.320092,49.07028780724764,60.90774408262337
0.920198,108.82339375241217,100.42493560358645
0.767029,85.09609404234989,104.74799976400303
1.025805,110.9359960588858,75.82466538955572
0.341271,16.038239573668516,56.43391287028385
0.339404,56.96747133475084,54.49384235854842
0.302777,56.69218889250492,57.17320891103858
0.753962,-126.36906012508598,138.94273965528586
0.323173,55.57314678771424,55.48553839814305
0.323032,10.411631347057384,61.466928460516364
0.862478,117.77036567774188,162.72804908950783
0.895304,172.87018340890185,123.73117188890525
0.322545,-2.1633556219658017,46.39016888898408
0.888346,136.73304778919595,97.86663372959765
0.353651,13.075903183774923,47.81282619104183
0.32922,19.152566873228288,58.20496080826973
0.323515,6.369176760631754,48.64744252921196
0.321153,17.267675495143063,61.389097290972224
0.337474,57.025839443886504,59.03713739951164
0.328667,55.083013265358524,55.38893497994298
0.324318,43.821643606089985,56.53137534700683
0.324088,49.2160829301004,64.33283656314156
0.324313,19.090698193075305,62.38541574325653
0.358593,25.355364812225993,51.542577252597994
0.343619,12.484653406854232,51.959261957305884
0.318895,51.36330265057452,66.64615624645211
0.355677,25.398472548733647,54.809405710059295
0.324074,52.847964596755546,63.00039948319323
0.329676,7.908905466915519,48.0953388269796
0.337559,23.215430542185832,46.264255649501905
