x,kde_mean,kde_std,ci_lower,ci_upper
2.0,8.994237351923906e-09,1.384992877196797e-08,7.695450789102321e-11,4.5563264308730434e-08
2.101010101010101,2.745427708657119e-08,3.8977055382361565e-08,3.1264438392898594e-10,1.345602664665259e-07
2.202020202020202,8.048076257476694e-08,1.0563508475417932e-07,1.2306089802603377e-09,3.7472638361714204e-07
2.303030303030303,2.2651522663968956e-07,2.755063684133027e-07,4.438148731878778e-09,1.0016127368270986e-06
2.404040404040404,6.119654817931072e-07,6.910432537534353e-07,1.5850713135951245e-08,2.540647521872912e-06
2.505050505050505,1.5867058043354963e-06,1.6660536703563693e-06,5.2645821877987356e-08,6.1867711597400255e-06
2.606060606060606,3.947638350171887e-06,3.8589832490005365e-06,1.6786453259032368e-07,1.4560805812816504e-05
2.707070707070707,9.423197273141786e-06,8.583685086156566e-06,5.100249553333949e-07,3.271891335220742e-05
2.808080808080808,2.1579743105905512e-05,1.8328779452082967e-05,1.439045198407573e-06,7.013042312567491e-05
2.909090909090909,4.7409888408778055e-05,3.7559417194819345e-05,3.803073295332539e-06,0.00014422356491586053
3.0101010101010104,9.992560339493747e-05,7.384517051301328e-05,9.930454663222442e-06,0.0002886524901374221
3.111111111111111,0.0002020719694827212,0.0001392720119614422,2.428934781096105e-05,0.0005519013240060724
3.212121212121212,0.0003921229252239811,0.00025193946895577917,5.6054603153380765e-05,0.00101549229083271
3.313131313131313,0.0007303377652367149,0.00043712645904027853,0.00012139271009296362,0.0017767615467642404
3.4141414141414144,0.0013060104077651765,0.0007274864190637727,0.0002537115711572851,0.0030282550379172545
3.515151515151515,0.0022432054025355425,0.0011615104322950517,0.0004982096483839785,0.004962087517373177
3.616161616161616,0.003702677898980153,0.0017796100469107976,0.0009473848493880212,0.007811119973530591
3.717171717171717,0.0058770992324875294,0.0026176234222654526,0.00170833794666243,0.011886959744715318
3.8181818181818183,0.008977165755237479,0.003698340327800102,0.0029418985227249147,0.017246113617477358
3.919191919191919,0.013207685454590655,0.0050226223688130235,0.004834573405206774,0.024207362403328894
4.020202020202021,0.018735149930510557,0.006562572743880235,0.007457003653276474,0.032758122340158194
4.121212121212121,0.025650987728015138,0.008259619529477154,0.011163577953584837,0.04311787907355793
4.222222222222222,0.033936791959463766,0.010029955610607311,0.016058433169112103,0.05491001593939883
4.3232323232323235,0.04343864639568651,0.011778217200334245,0.021914926882626105,0.06806857871353726
4.424242424242424,0.05385716726254318,0.01341740783197533,0.029031551445385294,0.0816954815695932
4.525252525252525,0.06475858678414229,0.014889152271420465,0.03679853684126862,0.0956764856616086
4.626262626262626,0.07561078228287982,0.016174806238472755,0.04468492743736565,0.10893346439394853
4.727272727272727,0.0858465474511743,0.01728807037163194,0.05281698880317543,0.12145317606569844
4.828282828282829,0.09495343193911447,0.01824768646958814,0.05991611518120586,0.13218645032861825
4.929292929292929,0.10258343172771282,0.019043800864729926,0.0660120980427963,0.14113205034050394
5.03030303030303,0.10866603718456681,0.0196221010147387,0.07170401829918882,0.1480059620459245
5.1313131313131315,0.1134966987468162,0.019902075086346893,0.07606261385129791,0.15321680932251455
5.232323232323232,0.11776484032563037,0.019824310203225195,0.07986321927325384,0.15818549479761185
5.333333333333334,0.12248775955944315,0.019407742392966068,0.08502110501021361,0.16176729361329062
5.434343434343434,0.12883377051917286,0.01880042784141399,0.09291966607181959,0.1660855988472383
5.5353535353535355,0.13784902201891275,0.01830952674279042,0.10314395929490887,0.17397471517878735
5.636363636363637,0.15013981883227462,0.01836859238435987,0.1151384015131692,0.18628721807580798
5.737373737373737,0.1655927531576401,0.019367638544682094,0.12806877376460152,0.2034866972146034
5.838383838383838,0.18322428145242903,0.021389384666770307,0.14239729444280358,0.22546916017440022
5.9393939393939394,0.20123032979195474,0.024106787954944475,0.15519659680813797,0.24939622203125722
6.040404040404041,0.21725613256692855,0.02693784719546698,0.16705983047068873,0.2716777798617037
6.141414141414141,0.22884014196521044,0.02926501591586508,0.17414948202670955,0.2879799363299098
