seed,sample,ranking_score
1,0,0.8552827689170684
1,1,0.8632638675709359
1,2,0.8578479355716776
1,3,0.8728884568611296
1,4,0.8650707979014072
1,5,0.8738663150299683
1,6,0.8638189731680047
1,7,0.856956646509537
1,8,0.8762566773365567
1,9,0.8682952641634276
1,10,0.8717526647381927
1,11,0.8649052647436842
1,12,0.8690960255125627
1,13,0.8551103215856146
1,14,0.8524644757079165
1,15,0.8562305938392074
1,16,0.8661119917907578
1,17,0.8637869248514938
1,18,0.860451900094025
1,19,0.8539932234827455
1,20,0.8540614584748516
1,21,0.8835760089201532
1,22,0.8591753960361903
1,23,0.8560498316470436
1,24,0.8628431862982162
1,25,0.8633946896645329
1,26,0.8626039179432569
1,27,0.8643409017461876
1,28,0.8614125802556931
1,29,0.86543509373069
1,30,0.8612862118793367
1,31,0.867578573786452
1,32,0.8549027062542734
1,33,0.8508919357432179
1,34,0.8531280339502325
1,35,0.8374411862961724
1,36,0.8525556783031454
1,37,0.872343731914776
1,38,0.8753552943611934
1,39,0.8608455616715376
1,40,0.8760182188020355
1,41,0.8703075163205389
1,42,0.870277886650928
1,43,0.8553264421148521
1,44,0.8605841730661131
1,45,0.8613128507564808
1,46,0.8510230430772765
1,47,0.8528804480829739
1,48,0.8682992549585424
1,49,0.872176951482499
1,50,0.8555077655539594
1,51,0.8577101403608105
1,52,0.8665807217596997
1,53,0.8615202559102187
1,54,0.86266531399948
1,55,0.8604326088729488
1,56,0.8699648756688526
1,57,0.8582081213689747
1,58,0.8629342332125651
1,59,0.8675798651191876
1,60,0.8573716642452162
1,61,0.8604953835935232
1,62,0.8576583866126528
1,63,0.8615349551926593
1,64,0.8640489849289227
1,65,0.8570466529774514
1,66,0.8461543334719406
1,67,0.866928047609042
1,68,0.8626761979881495
1,69,0.8637531303217216
1,70,0.8723907589150967
1,71,0.854671751539382
1,72,0.8667943583883768
1,73,0.8705133896512681
1,74,0.865330722088485
1,75,0.8553171497177117
1,76,0.8599819564127887
1,77,0.8616739434596612
1,78,0.8635688676187638
1,79,0.8804684896097964
1,80,0.8542527518744392
1,81,0.8454059539809512
1,82,0.8695879952938129
1,83,0.8578198454898058
1,84,0.8573154035370742
1,85,0.8575452633807947
1,86,0.8557502773885756
1,87,0.8634321646293137
1,88,0.8706753823171307
1,89,0.8704425334800815
1,90,0.8542652504914703
1,91,0.8724007168129256
1,92,0.8712867397285613
1,93,0.8508567334554324
1,94,0.8622072211487862
1,95,0.87307437758959
1,96,0.868217808689904
1,97,0.8599066342091232
1,98,0.8489191592542022
1,99,0.8530970943135109
1,100,0.8600582182227329
1,101,0.8569832470551347
1,102,0.8706145174824784
1,103,0.8647023890606264
1,104,0.8759013553924423
1,105,0.858941782014988
1,106,0.8636085221691677
1,107,0.8545829767110448
1,108,0.844922978571714
1,109,0.8582085456815202
1,110,0.8712523773599052
1,111,0.8532483076181554
1,112,0.8515478720944987
1,113,0.8652256515363363
1,114,0.8568798114748123
1,115,0.8661189228700782
1,116,0.8634457337952304
1,117,0.8591869491287543
1,118,0.8661964520327645
1,119,0.8578130043000634
1,120,0.859180106486069
1,121,0.8605444231594593
1,122,0.8462576233054564
1,123,0.8752901972100197
1,124,0.8600709543562354
1,125,0.8663021707804535
1,126,0.8622158816870563
1,127,0.868133740494508
1,128,0.870228166084098
1,129,0.8744294579864178
1,130,0.8735446579072007
1,131,0.8541678817009284
1,132,0.8625996744958028
1,133,0.8753746937875377
1,134,0.8671783617670179
1,135,0.8693253464820958
1,136,0.8622799000327714
1,137,0.8586249296416569
1,138,0.8620182013396951
1,139,0.8551938389988287
1,140,0.8626620896552014
1,141,0.8594541678583714
1,142,0.86305676043877
1,143,0.8584665008437695
1,144,0.8481369359311157
1,145,0.8529659635923008
1,146,0.8838610129409534
1,147,0.853414177588992
1,148,0.86844142468459
1,149,0.8605954884233251
1,150,0.8623936336072398
1,151,0.8610340047572508
1,152,0.8593726561367281
1,153,0.8720752642514256
1,154,0.863766364193451
1,155,0.8688711545261709
1,156,0.8708992608595885
1,157,0.8697878591304321
1,158,0.8590153947667136
1,159,0.8434591259128306
1,160,0.8559947680161418
1,161,0.8388934124753892
1,162,0.8728079150324952
1,163,0.8566599766019827
1,164,0.8734356463812836
1,165,0.8491166066279865
1,166,0.8500113767967203
1,167,0.857612807495022
1,168,0.869549895931343
1,169,0.8673652227132742
1,170,0.8486872332764399
1,171,0.8551485876865055
1,172,0.8539285605009679
1,173,0.8712342653774126
1,174,0.8687723011710174
1,175,0.8499857877142913
1,176,0.8605119515285229
1,177,0.8660720801340175
1,178,0.8950055587811244
1,179,0.8672954577174264
1,180,0.8488059947705646
1,181,0.8759660564867107
1,182,0.8584201127381557
1,183,0.8596928019015684
1,184,0.8631399785046854
1,185,0.8661456672330079
1,186,0.8610785155155394
1,187,0.8488656074750041
1,188,0.8553851322822886
1,189,0.8597631394575105
1,190,0.8574371225909194
1,191,0.8658945974069523
1,192,0.8695688318075514
1,193,0.8481318283506722
1,194,0.8654108943571951
1,195,0.8636584734319124
1,196,0.8646522552237867
1,197,0.8685017003871547
1,198,0.8500569557210644
1,199,0.8548723350399865
