x,kde_mean,kde_std,ci_lower,ci_upper
2.0,2.3782948866645418e-08,9.410563205923202e-08,8.74481631764071e-16,2.002356052233285e-07
2.101010101010101,8.355602617324505e-08,2.8398582895217255e-07,1.4005196869890923e-14,6.896653347595449e-07
2.202020202020202,2.796570932597205e-07,8.202535311250547e-07,1.9062891447881797e-13,2.1921299118040366e-06
2.303030303030303,8.903494252845873e-07,2.2638754053995044e-06,2.42962893394836e-12,6.5709198028066275e-06
2.404040404040404,2.692157084446136e-06,5.958963617852676e-06,2.3550816800651852e-11,1.8153991234213258e-05
2.505050505050505,7.718347959749148e-06,1.4927435676305355e-05,2.2406900812563137e-10,4.8127950089842e-05
2.606060606060606,2.0944396937799956e-05,3.5509446581744046e-05,1.8521126897596955e-09,0.00011855921988832207
2.707070707070707,5.3694179540198034e-05,8.003829558872164e-05,1.2089902809051855e-08,0.00028015870469952483
2.808080808080808,0.0001297993385491178,0.00017058000431603476,7.632289912382773e-08,0.000602507189924105
2.909090909090909,0.0002953041648345575,0.00034305310765449053,4.338056117195793e-07,0.0012377383583998373
3.0101010101010104,0.0006311174483493011,0.0006497935362744193,2.0921435862433824e-06,0.002378519088205127
3.111111111111111,0.0012648750597046357,0.0011571826959348456,8.734894396880388e-06,0.00427963804503487
3.212121212121212,0.002373754936175856,0.0019343605213266483,3.0986196013612233e-05,0.007185781971291095
3.313131313131313,0.004166476861831779,0.0030309521673854397,9.75208416662308e-05,0.011414499814853495
3.4141414141414144,0.006834669404095758,0.004447420214274028,0.0002700692413421964,0.016999989922995583
3.515151515151515,0.010475130537782429,0.006110003003512083,0.0006829247382296707,0.02397340301183006
3.616161616161616,0.015003882457953933,0.007867850546902606,0.0014642935914461433,0.03171123321611136
3.717171717171717,0.020100565904965693,0.009524705464502304,0.0028693255615567666,0.039581966646463185
3.8181818181818183,0.02522327322588931,0.010897936761327245,0.004775497956230404,0.04747687601639099
3.919191919191919,0.029711208674420977,0.011875281444760393,0.007214975593196951,0.05336247358272127
4.020202020202021,0.032953133015971824,0.012436762631553076,0.00873033940798376,0.05709166030541837
4.121212121212121,0.03456476604176294,0.012633484722846316,0.010243984104282967,0.05926783445472563
4.222222222222222,0.03450900248960081,0.01254194022785765,0.010430098621442395,0.05910019093344945
4.3232323232323235,0.03311344471409917,0.012221318871669901,0.009348726348545593,0.05674705339674286
4.424242424242424,0.030975914832166912,0.011707480968111828,0.00915286679499159,0.054398312293503316
4.525252525252525,0.028781525357249683,0.011073660709014712,0.008479498267901092,0.0510120253382283
4.626262626262626,0.027079060445740065,0.01052077918416811,0.008003810380506085,0.048333346154621044
4.727272727272727,0.02608577918684029,0.01034321128188911,0.00715609588808646,0.04680984163994536
4.828282828282829,0.02560327082740451,0.010653257188681462,0.0064260444081912435,0.047360521971124156
4.929292929292929,0.025105925811876012,0.011158460208255453,0.004704644137057795,0.04846227266828637
5.03030303030303,0.023988672184255246,0.011362261149723637,0.002534799074352503,0.04806376125326506
5.1313131313131315,0.021863265473138504,0.010917427454526412,0.0012797076760046207,0.04522586107675023
5.232323232323232,0.018748405302911404,0.009781947444863326,0.0006373170465721861,0.04021241769523062
5.333333333333334,0.01505791279814292,0.008170500568260877,0.0004117816886823244,0.03323971924573482
5.434343434343434,0.011415723178682056,0.006414650006714001,0.00044702149528643917,0.025725811767284456
5.5353535353535355,0.008419569262313957,0.00484591398667794,0.0007919024989705757,0.019449965891618206
5.636363636363637,0.006472553287171499,0.0037816891372602045,0.0008629186500127388,0.015407676419891771
5.737373737373737,0.005726182783440449,0.0035415518242513768,0.0005216974394069809,0.01422247325870817
5.838383838383838,0.006104439692588267,0.004172008977356999,0.0003512249651252236,0.015900025315973086
5.9393939393939394,0.007357651284604052,0.005319333339104686,0.00016029692957774463,0.019654102759873386
6.040404040404041,0.009120626004192327,0.006597249391399649,8.642867286506765e-05,0.02397216440049099
6.141414141414141,0.010980183397884386,0.007718990148731124,6.959558989716981e-05,0.028562581389077035
6.242424242424242,0.012561291857615375,0.008499974178336377,5.995843122634568e-05,0.03177182480203088
6.343434343434343,0.013620419074665617,0.008862868972600116,8.629989138402548e-05,0.03327419470410069
6.444444444444445,0.014113448728603198,0.008815980439325247,0.00019297129960602752,0.03390118669129561
6.545454545454545,0.014203264378301805,0.008444562257612347,0.00046512070148555017,0.03366077844559446
6.646464646464646,0.014191882664570844,0.007957103222125367,0.0010013340084454563,0.03240278558355388
6.747474747474747,0.01439651266314968,0.007691296590499743,0.001602159997211269,0.031575898377774116
6.848484848484849,0.015023814142543472,0.007908969647583391,0.0014704656201392956,0.03253672583550742
6.94949494949495,0.016108276347294427,0.008528639073884455,0.0016513203742583619,0.03497007580247213
7.05050505050505,0.01755027372581906,0.00922741084894173,0.0021966072581937864,0.03776337084321953
7.151515151515151,0.019229837596653025,0.00975634403572763,0.0027982908071211474,0.04122271904687036
7.252525252525253,0.021128072686926704,0.010085269164953028,0.003987004820180124,0.043271337626946016
7.353535353535354,0.023396181638502336,0.010363186052973573,0.005679891374507385,0.04651373532772523
7.454545454545454,0.02636262488997414,0.010769796482138128,0.0079337134583652,0.049808223450923124
7.555555555555555,0.030512452920970372,0.011362966416963098,0.010556632364399236,0.0549848628223092
7.656565656565657,0.03646871397548184,0.01211436339498142,0.015397072309647014,0.06164063079952853
7.757575757575758,0.04496761018932852,0.013101438737634722,0.02121803305244697,0.07194538922107514
7.858585858585858,0.05680166762302305,0.014512298179674265,0.030028425481230258,0.0870068507952018
7.959595959595959,0.0727329017212901,0.016373969850194986,0.04263069255617631,0.10699663966149756
8.06060606060606,0.09340102481774416,0.018436719895232205,0.059472327931773886,0.13102029500326762
8.161616161616163,0.11921586023682443,0.020453877272166424,0.0815396705900074,0.1599685923587825
8.262626262626263,0.1501772609657324,0.02249338770318373,0.10771897095991664,0.195427510853297
8.363636363636363,0.18562478678837027,0.024863367140504494,0.13921845510599995,0.2358085578478907
8.464646464646464,0.22407358537964536,0.027656401805844815,0.17155065673980305,0.2803451731875138
8.565656565656566,0.26333694039497635,0.03047812541617884,0.2059861515286051,0.3270584864819679
8.666666666666668,0.3009127019927192,0.032842533503547364,0.2395340315615233,0.37008651551880933
8.767676767676768,0.3343087874986372,0.03482683857576923,0.2692885026400969,0.40552147967724383
8.868686868686869,0.3610130210757031,0.037102555574826175,0.2922584801356992,0.4371831049003821
8.969696969696969,0.3782808086276494,0.03997700083933099,0.30528922833971706,0.4602605141560382
9.070707070707071,0.3833426171374894,0.04242173874539695,0.30712253221195784,0.47213513382093875
9.171717171717171,0.37442086270748526,0.04257223110612016,0.29857968234974047,0.4645645280485346
9.272727272727273,0.35213560392812854,0.03937562763229948,0.2808324255324971,0.43478911507495455
9.373737373737374,0.32025974938029916,0.03372904296903833,0.2590456362474857,0.39000968881798603
9.474747474747474,0.2850643264748928,0.028100292606561553,0.2318283520756491,0.342471974131929
9.575757575757574,0.25347503926909787,0.024719850301410357,0.20456053627447104,0.3027962567882336
9.676767676767676,0.231040441887385,0.023768592123575072,0.18406460342403963,0.2768062728847783
9.777777777777779,0.22065731238751735,0.024076232019945226,0.1738285085013095,0.26698189779732895
9.878787878787879,0.22232996681865883,0.02503417216269689,0.17390353774814504,0.27086258137344993
9.97979797979798,0.23364704938924238,0.026819350280892263,0.18328593359492376,0.28773061086251456
10.080808080808081,0.25055313321050154,0.029556596292531163,0.19525964241546795,0.31145482984271006
10.181818181818182,0.2682280236151607,0.03272270491780246,0.20794332035426463,0.33712509504365895
10.282828282828282,0.28207262888374124,0.03526536146838223,0.2171926649941928,0.3557289809610239
10.383838383838384,0.2887230024495908,0.03620142384310159,0.22072804578340693,0.36348996275645773
10.484848484848484,0.2867880809281696,0.035249116630593755,0.22194342918810211,0.359052448692748
10.585858585858587,0.2769287919504221,0.03306615856993916,0.21472353445896383,0.3428419411074316
10.686868686868687,0.2611606037064768,0.03080531251155804,0.20191288896576054,0.3223922806110376
10.787878787878787,0.24173720678722127,0.029254630454557375,0.1864742006217926,0.29929396875149417
10.88888888888889,0.22026726977296376,0.028376519823803754,0.16630748593605246,0.27790386119939636
10.98989898989899,0.19753735555537344,0.027586841480026027,0.1451886882920468,0.25332333446795297
11.09090909090909,0.17398133148866213,0.026297296068474994,0.12461390905120052,0.22738557172954268
11.191919191919192,0.1502848733629674,0.024336181780021025,0.1041097743733516,0.19989014083764783
11.292929292929292,0.12759358988362005,0.022057373381595118,0.08490623499049797,0.17265551730538783
11.393939393939394,0.10717891832583659,0.02004793311320012,0.06809685959923956,0.14866310635387806
11.494949494949495,0.08986373694599671,0.018682210961825794,0.054307605519346186,0.12861894967532359
11.595959595959595,0.0756679246784129,0.01788378367724779,0.04196581817271205,0.11254498431513721
11.696969696969697,0.06392156810337918,0.01721143393816971,0.032255550033725794,0.09977129331517401
11.797979797979798,0.053726327920350196,0.016186156280636167,0.024454606714799727,0.0874112172512148
11.8989898989899,0.0444239447358419,0.014634489060065987,0.017922517751006957,0.07470882616520831
12.0,0.03579417901510447,0.012769522050019739,0.012940568304334028,0.06258476914547316
