# label exp_avg exp_sigma calc_avg calc_avg_rew
0.008117	2.921e-02	1.818e-03	2.466e-02	2.646e-02
0.008392	2.871e-02	1.649e-03	2.461e-02	2.641e-02
0.008667	2.877e-02	1.637e-03	2.457e-02	2.636e-02
0.008942	2.986e-02	1.437e-03	2.452e-02	2.631e-02
0.009218	2.764e-02	1.347e-03	2.447e-02	2.626e-02
0.009493	2.978e-02	1.310e-03	2.443e-02	2.621e-02
0.009768	2.953e-02	1.223e-03	2.438e-02	2.616e-02
0.010043	3.067e-02	1.172e-03	2.434e-02	2.611e-02
0.010318	2.970e-02	1.097e-03	2.429e-02	2.606e-02
0.010593	2.931e-02	1.062e-03	2.424e-02	2.601e-02
0.010868	2.958e-02	1.020e-03	2.420e-02	2.596e-02
0.011144	2.846e-02	9.731e-04	2.415e-02	2.591e-02
0.011419	2.661e-02	9.382e-04	2.410e-02	2.586e-02
0.011694	2.699e-02	8.792e-04	2.405e-02	2.581e-02
0.011969	2.791e-02	8.858e-04	2.401e-02	2.576e-02
0.012244	2.884e-02	8.443e-04	2.396e-02	2.571e-02
0.012519	2.796e-02	8.138e-04	2.391e-02	2.566e-02
0.012795	2.976e-02	7.917e-04	2.386e-02	2.561e-02
0.013070	2.641e-02	7.640e-04	2.381e-02	2.555e-02
0.013345	2.742e-02	7.596e-04	2.376e-02	2.550e-02
0.013620	2.763e-02	7.229e-04	2.371e-02	2.545e-02
0.013895	2.726e-02	7.054e-04	2.366e-02	2.539e-02
0.014170	2.776e-02	6.932e-04	2.361e-02	2.534e-02
0.014446	2.659e-02	6.884e-04	2.356e-02	2.529e-02
0.014721	2.689e-02	6.620e-04	2.351e-02	2.523e-02
0.014996	2.675e-02	6.435e-04	2.346e-02	2.518e-02
0.015409	2.730e-02	4.471e-04	2.338e-02	2.509e-02
0.015959	2.781e-02	4.307e-04	2.328e-02	2.498e-02
0.016509	2.663e-02	4.167e-04	2.317e-02	2.486e-02
0.017059	2.642e-02	3.999e-04	2.306e-02	2.475e-02
0.017610	2.591e-02	3.882e-04	2.295e-02	2.463e-02
0.018160	2.588e-02	3.780e-04	2.284e-02	2.451e-02
0.018710	2.532e-02	3.669e-04	2.272e-02	2.438e-02
0.019261	2.553e-02	3.606e-04	2.260e-02	2.425e-02
0.019811	2.498e-02	3.506e-04	2.248e-02	2.412e-02
0.020361	2.435e-02	3.414e-04	2.236e-02	2.399e-02
0.020912	2.473e-02	3.432e-04	2.223e-02	2.385e-02
0.021462	2.425e-02	3.456e-04	2.210e-02	2.371e-02
0.022012	2.432e-02	3.438e-04	2.196e-02	2.357e-02
0.022562	2.406e-02	1.804e-04	2.183e-02	2.342e-02
0.023113	2.354e-02	1.765e-04	2.169e-02	2.327e-02
0.023663	2.365e-02	1.767e-04	2.154e-02	2.312e-02
0.024213	2.356e-02	1.738e-04	2.140e-02	2.296e-02
0.024764	2.345e-02	1.735e-04	2.125e-02	2.280e-02
0.025314	2.279e-02	1.720e-04	2.110e-02	2.264e-02
0.025864	2.249e-02	1.696e-04	2.095e-02	2.247e-02
0.026552	2.223e-02	1.353e-04	2.075e-02	2.226e-02
0.027378	2.182e-02	1.283e-04	2.051e-02	2.201e-02
0.028203	2.143e-02	1.239e-04	2.027e-02	2.174e-02
0.029029	2.095e-02	1.198e-04	2.002e-02	2.148e-02
0.029854	2.058e-02	1.166e-04	1.977e-02	2.121e-02
0.030679	1.999e-02	6.805e-05	1.952e-02	2.094e-02
0.031505	1.963e-02	6.644e-05	1.926e-02	2.066e-02
0.032330	1.938e-02	6.606e-05	1.901e-02	2.039e-02
0.033156	1.895e-02	6.664e-05	1.875e-02	2.011e-02
0.033981	1.846e-02	6.590e-05	1.849e-02	1.983e-02
0.034807	1.816e-02	6.513e-05	1.822e-02	1.955e-02
0.035632	1.774e-02	6.466e-05	1.796e-02	1.927e-02
0.036458	1.737e-02	6.392e-05	1.770e-02	1.898e-02
0.037283	1.711e-02	6.283e-05	1.744e-02	1.870e-02
0.038109	1.677e-02	6.241e-05	1.718e-02	1.842e-02
0.039072	1.640e-02	5.302e-05	1.687e-02	1.810e-02
0.040172	1.600e-02	5.251e-05	1.653e-02	1.772e-02
0.041273	1.541e-02	5.108e-05	1.618e-02	1.735e-02
0.042373	1.512e-02	5.037e-05	1.584e-02	1.699e-02
0.043474	1.464e-02	5.087e-05	1.550e-02	1.662e-02
0.044575	1.428e-02	5.123e-05	1.517e-02	1.626e-02
0.045675	1.391e-02	5.139e-05	1.484e-02	1.591e-02
0.046776	1.361e-02	5.059e-05	1.451e-02	1.556e-02
0.047876	1.326e-02	4.851e-05	1.419e-02	1.521e-02
0.048977	1.292e-02	4.717e-05	1.387e-02	1.487e-02
0.050078	1.258e-02	4.612e-05	1.355e-02	1.453e-02
0.051316	1.216e-02	4.044e-05	1.321e-02	1.415e-02
0.052692	1.184e-02	3.973e-05	1.283e-02	1.375e-02
0.054067	1.152e-02	3.881e-05	1.246e-02	1.335e-02
0.055443	1.118e-02	3.795e-05	1.209e-02	1.296e-02
0.056819	1.080e-02	3.725e-05	1.174e-02	1.258e-02
0.058195	1.060e-02	3.668e-05	1.140e-02	1.221e-02
0.059570	1.031e-02	3.602e-05	1.106e-02	1.185e-02
0.060946	1.001e-02	3.547e-05	1.073e-02	1.150e-02
0.062322	9.693e-03	3.484e-05	1.041e-02	1.115e-02
0.063835	9.419e-03	3.126e-05	1.007e-02	1.079e-02
0.065486	9.185e-03	3.066e-05	9.717e-03	1.040e-02
0.067137	8.964e-03	3.024e-05	9.372e-03	1.003e-02
