# Result of 'intser'
# Date/time = Tue Jan 24 09:57:51 CET 2023
# Data set list (full path) = C:\Users\courtade\AppData\Local\Temp\topspin-dataset-list-7373343897086995002.txt
# Region to calibrate = 0
# Value of region to calibrate = 1.0
# Global scaling = yes

# --- Integral info --- 
# A 1.0 #regions in PPM
# # low field   high field  bias        slope
#   8.215437113415968  8.158648377608944  -0.0  -0.0  # for region 1
#   8.036958229451038  7.995718790353081  -0.0  -0.0  # for region 2
#   7.965972309692259  7.929465265244888  -0.0  -0.0  # for region 3
#   0.08392113180371151  0.061962820624996015  -0.0  -0.0  # for region 4

# Spectrum#; Integral 0; Integral 1; Integral 2; Integral 3;
63;0.2046327211001818;-0.05148976854014149;-0.29715784197775963;-95.9501597017996;
64;0.2091886205250493;-0.033185120449284816;-0.22195337948958854;-96.08199426249972;
65;0.22291514132450435;0.018327147028933906;-0.2733932708657998;-95.89319049308726;
66;0.15899592931863726;0.10717111635122523;-0.30165031066154196;-95.7396140971298;
67;0.16788653378920337;0.0711625147090196;-0.3086984418536631;-95.85621199746384;
68;0.19550330260014534;0.09526511203522411;-0.4187263811976103;-95.62411105475834;
69;0.18059274130043318;0.01005350139046148;-0.3921480874682812;-95.66366554325583;
70;0.2267781818852104;0.029946899795422307;-0.32290259071205885;-95.4681063999178;
71;0.1528829949502082;-0.016230137571518838;-0.364773927688413;-95.61965355430362;
72;0.1653089144858735;0.03382539143408502;-0.45261547444432365;-95.49308428725668;
