#! FIELDS ligj.proj ang file.free der_ligj.proj der_ang
#! SET min_ligj.proj 0.464477
#! SET max_ligj.proj 8.75279
#! SET nbins_ligj.proj  470
#! SET periodic_ligj.proj false
#! SET min_ang -1
#! SET max_ang 1
#! SET nbins_ang  114
#! SET periodic_ang true
    0.464477000   -1.000000000  128.098748812   -0.000000000   -0.000000000
    0.482149309   -1.000000000  128.098748812   -0.000000000   -0.000000000
    0.499821618   -1.000000000  128.098748812   -0.000000000   -0.000000000
    0.517493928   -1.000000000  128.098748812   -0.000000000   -0.000000000
    0.535166237   -1.000000000  128.098748812   -0.000000000   -0.000000000
    0.552838546   -1.000000000  128.095861914   -0.344680413    0.199619754
    0.570510855   -1.000000000  128.076064586   -1.852158286    0.989726798
    0.588183164   -1.000000000  128.021538749   -4.559950849    2.693687018
    0.605855473   -1.000000000  127.900059253   -9.547432605    6.346783911
    0.623527783   -1.000000000  127.666984738  -17.535633780   13.222289501
    0.641200092   -1.000000000  127.268231755  -27.889532311   24.545927821
    0.658872401   -1.000000000  126.678208549  -38.828114145   41.199955318
    0.676544710   -1.000000000  125.904151358  -48.079176832   62.639783171
    0.694217019   -1.000000000  125.006373778  -52.953429280   86.619290955
    0.711889328   -1.000000000  124.062817801  -53.401185358  110.580476401
    0.729561638   -1.000000000  123.126715911  -52.807993349  131.611449909
    0.747233947   -1.000000000  122.171755646  -56.533642346  148.357954886
    0.764906256   -1.000000000  121.073914732  -69.394755627  160.840794555
    0.782578565   -1.000000000  119.666256794  -91.563755794  171.164744239
    0.800250874   -1.000000000  117.808443429 -118.651311678  182.642297005
    0.817923183   -1.000000000  115.499675956 -140.689003270  197.535616201
    0.835595493   -1.000000000  112.922160080 -147.875411796  216.672681412
    0.853267802   -1.000000000  110.380443788 -137.123034650  239.629846195
    0.870940111   -1.000000000  108.158120186 -113.221078840  264.779180892
    0.888612420   -1.000000000  106.389868071  -87.819128032  288.621250818
    0.906284729   -1.000000000  104.985848529  -73.997935141  309.393255786
    0.923957038   -1.000000000  103.678359243  -77.118461842  326.341593823
    0.941629348   -1.000000000  102.172359108  -95.315341353  340.500629242
    0.959301657   -1.000000000  100.296469705 -116.277319603  353.714272572
    0.976973966   -1.000000000   98.125277650 -126.720643572  367.554800726
    0.994646275   -1.000000000   95.940784878 -116.828451289  381.273118072
    1.012318584   -1.000000000   94.117359057  -87.106273425  394.290396621
    1.029990893   -1.000000000   92.908363180  -49.879715456  403.656668635
    1.047663203   -1.000000000   92.290674683  -23.606876427  409.601447531
    1.065335512   -1.000000000   91.915939205  -23.743286813  412.533327751
    1.083007821   -1.000000000   91.269185191  -53.676276065  414.849665532
    1.100680130   -1.000000000   89.921558987 -100.355594907  420.031050090
    1.118352439   -1.000000000   87.746009723 -143.484670002  430.341312513
    1.136024748   -1.000000000   84.969509988 -166.423482580  444.993661723
    1.153697058   -1.000000000   82.021049439 -162.874132010  463.465374659
    1.171369367   -1.000000000   79.337406945 -138.375563680  482.426411235
    1.189041676   -1.000000000   77.180497032 -105.556435890  500.938576492
    1.206713985   -1.000000000   75.576097027  -77.923292825  516.842117563
    1.224386294   -1.000000000   74.347342338  -63.558922557  529.696249911
    1.242058603   -1.000000000   73.254014245  -62.078005914  538.994471833
    1.259730913   -1.000000000   72.095326928  -69.813294504  545.764467682
    1.277403222   -1.000000000   70.788075486  -77.453170359  552.277174559
    1.295075531   -1.000000000   69.385158833  -79.866502322  558.488132483
    1.312747840   -1.000000000   68.013981843  -74.538028482  566.115946265
    1.330420149   -1.000000000   66.776975261  -64.919970183  575.175043941
    1.348092458   -1.000000000   65.696630235  -58.030513228  585.502266089
    1.365764768   -1.000000000   64.675535832  -58.725468164  596.167830096
    1.383437077   -1.000000000   63.568326552  -68.095067074  607.228987146
    1.401109386   -1.000000000   62.239470710  -82.517390344  618.699091420
    1.418781695   -1.000000000   60.660502594  -95.462616245  630.058374448
    1.436454004   -1.000000000   58.905304737 -101.535424851  641.550824520
    1.454126313   -1.000000000   57.111983963 -100.667922009  651.658443243
