phi14,psi14,phi13,psi13
44.255602989128754,-20.159844073485086,-52.615419596884834,-29.117586911456915
39.93062502094734,-9.969628152540707,-59.69243139575406,-10.962375562611328
45.57462794935097,-11.653008503414542,-61.653430018323924,-41.142363305598806
44.10657487899426,-16.9055449835113,-33.48803471204171,-38.60496499166683
37.70687609785826,-16.20749379339682,-42.83252054836143,-20.653895036068768
44.43805144501064,-34.715483738520014,-50.225856793029934,-10.038633577520166
27.02711082193062,10.405805239979996,-47.17899113389473,-11.628192815717247
25.04961001699185,-24.951801958313954,-47.72717839445908,-19.053686645721346
40.05539474297549,-18.74747095248318,-38.72350529317839,-21.218453564463797
31.481096392663716,-20.033573597467175,-33.76459729266748,-3.076089883737078
50.62754607842628,-11.464890956942952,-42.20029276101018,22.80978963687137
25.666751709308926,0.48210367272912946,-24.586283883347082,16.23867885796848
42.062968339817665,-22.486401185555433,-27.469993566381522,-21.879737118089984
40.85547933106759,-15.618138113410703,-39.52444234142503,13.147662771337998
38.09699094741319,-4.212221377898388,-17.01595909672924,16.099556640694125
38.61326485887749,-1.114462906194172,-13.258522553875457,29.64422949019767
47.60486874457065,-4.537150878396146,-40.464397190910404,-20.58766110239913
33.472203437907226,-25.362528790470456,-47.19037748072358,-23.050009009875108
23.11699857474781,-4.442604928354546,-53.339177049808896,-4.625622583041493
25.01887141242842,-8.513375783934052,-59.34087621595997,-29.370302525893752
40.362443808975854,-7.980063913928192,-69.58727440694153,-35.94080090394558
32.209750043368906,-18.77936614654698,-29.203710379628916,-12.516881419204024
31.267719966369757,-15.602984910250738,-48.97544626907022,-40.8702034809389
35.120953015671816,-18.96756898483221,-46.622126788276226,-48.225371103868184
32.8495704101489,-5.347557539742649,-65.49130538115855,-57.32565396222715
32.906447749691985,-21.82822002945996,-59.88834335661272,-47.580862250397416
23.87678568052552,13.226372064267176,-64.26535175395368,-54.68213699527708
40.96211701901693,-22.03741684131344,-64.26224078887903,-66.2623866603288
46.959018534263855,-26.23873682259637,-57.234951938275756,-35.37946471566784
47.73525886593524,-19.78686951336458,-58.37675196790805,-41.6612060153923
48.01825234371862,-12.243878283428831,-27.568035973220102,-35.17709462019782
24.84485523707994,-10.450131758723378,-57.95819510782791,-36.170700764673185
45.642765715471896,-18.142355091468325,-38.30029150348351,3.040865477171565
38.79876307466595,-10.592000461260888,-29.42122440780802,38.75436790632381
37.55710935985708,-23.650932142955263,-40.137656703985385,48.8529468561703
